Ship,Mode,Segment,Country,City,State,Postal,Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,,
First,Class,Corporate,United,States,New,York,City,New,York,10009,East,Office,Supplies,Art,2.94,
Second,Class,Corporate,United,States,Reading,Pennsylvania,19601,East,Furniture,Furnishings,23.968,2,0.2,7.7896,,
Second,Class,Corporate,United,States,Reading,Pennsylvania,19601,East,Furniture,Bookcases,521.96,4,0.5,-250.5408,,
Second,Class,Corporate,United,States,San,Francisco,California,94109,West,Office,Supplies,Storage,676.55,5,,
Second,Class,Corporate,United,States,San,Francisco,California,94109,West,Office,Supplies,Appliances,154.9,5,,
Second,Class,Corporate,United,States,San,Francisco,California,94109,West,Office,Supplies,Envelopes,30.56,4,,
Second,Class,Corporate,United,States,San,Francisco,California,94109,West,Furniture,Chairs,770.352,3,0.2,,
Second,Class,Corporate,United,States,Los,Angeles,California,90045,West,Furniture,Furnishings,21.12,4,0,,
Second,Class,Home,Office,United,States,Los,Angeles,California,90004,West,Technology,Phones,575.928,9,,
Second,Class,Home,Office,United,States,Los,Angeles,California,90004,West,Office,Supplies,Appliances,7.78,,
Second,Class,Home,Office,United,States,Los,Angeles,California,90004,West,Office,Supplies,Paper,123.92,,
Standard,Class,Corporate,United,States,San,Francisco,California,94109,West,Office,Supplies,Supplies,17.22,3,,
Standard,Class,Corporate,United,States,San,Francisco,California,94109,West,Office,Supplies,Storage,226.56,6,,
Standard,Class,Corporate,United,States,San,Francisco,California,94109,West,Technology,Phones,107.88,3,0.2,,
First,Class,Home,Office,United,States,New,York,City,New,York,10009,East,Office,Supplies,0,40.1702
First,Class,Consumer,United,States,San,Diego,California,92105,West,Office,Supplies,Paper,104.85,1,,
First,Class,Consumer,United,States,San,Diego,California,92105,West,Office,Supplies,Binders,8.704,2,,
First,Class,Consumer,United,States,San,Diego,California,92105,West,Office,Supplies,Paper,19.92,4,,
First,Class,Consumer,United,States,San,Diego,California,92105,West,Furniture,Furnishings,43.02,3,0,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10024,East,Furniture,Bookcases,240.784,,
Standard,Class,Home,Office,United,States,New,York,City,New,York,10011,East,Office,Supplies,0,124.488
Standard,Class,Consumer,United,States,Charlotte,North,Carolina,28205,South,Office,Supplies,Storage,387.72,5,,
Standard,Class,Corporate,United,States,Overland,Park,Kansas,66212,Central,Office,Supplies,Storage,360.38,2,,
Standard,Class,Corporate,United,States,Overland,Park,Kansas,66212,Central,Office,Supplies,Paper,13.56,2,,
First,Class,Consumer,United,States,Mesa,Arizona,85204,West,Technology,Phones,552,10,0.2,34.5,,
Standard,Class,Home,Office,United,States,Tulsa,Oklahoma,74133,Central,Furniture,Tables,429.9,5,0,,
Standard,Class,Home,Office,United,States,Tulsa,Oklahoma,74133,Central,Office,Supplies,Binders,32.06,2,,
Standard,Class,Home,Office,United,States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,161.96,2,0,,
Standard,Class,Home,Office,United,States,Tulsa,Oklahoma,74133,Central,Office,Supplies,Storage,19.86,2,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Paper,6.3504,
Second,Class,Consumer,United,States,Philadelphia,Pennsylvania,19143,East,Office,Supplies,Paper,20.544,6,0.2,,
Standard,Class,Consumer,United,States,Hattiesburg,Mississippi,39401,South,Furniture,Furnishings,185.58,6,0,76.0878,,
Standard,Class,Consumer,United,States,Hattiesburg,Mississippi,39401,South,Office,Supplies,Binders,77.56,2,0,,
Standard,Class,Consumer,United,States,Hattiesburg,Mississippi,39401,South,Office,Supplies,Storage,87.92,4,0,,
Standard,Class,Consumer,United,States,Hattiesburg,Mississippi,39401,South,Office,Supplies,Paper,245.94,6,0,,
Standard,Class,Consumer,United,States,Hattiesburg,Mississippi,39401,South,Office,Supplies,Binders,8.6,1,0,,
Standard,Class,Consumer,United,States,Hattiesburg,Mississippi,39401,South,Furniture,Bookcases,504.9,5,0,126.225,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Office,Supplies,Binders,2357.488,7,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Technology,Phones,369.544,7,0.2,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Furniture,Chairs,184.752,3,0.2,,
Same,Day,Corporate,United,States,Columbus,Ohio,43229,East,Office,Supplies,Storage,64.96,5,0.2,,
Same,Day,Corporate,United,States,Columbus,Ohio,43229,East,Office,Supplies,Supplies,13.52,2,0.2,,
Same,Day,Corporate,United,States,Columbus,Ohio,43229,East,Furniture,Chairs,458.43,5,0.3,-137.529,,
Same,Day,Corporate,United,States,Columbus,Ohio,43229,East,Office,Supplies,Appliances,387.136,4,0.2,,
Same,Day,Corporate,United,States,Columbus,Ohio,43229,East,Furniture,Tables,328.59,3,0.4,-147.8655,,
Standard,Class,Corporate,United,States,Caldwell,Idaho,83605,West,Furniture,Chairs,338.352,3,0.2,4.2294,,
Standard,Class,Corporate,United,States,Caldwell,Idaho,83605,West,Office,Supplies,Paper,25.92,4,0,,
Standard,Class,Corporate,United,States,Caldwell,Idaho,83605,West,Office,Supplies,Paper,91.36,4,0,,
Standard,Class,Corporate,United,States,Phoenix,Arizona,85023,West,Furniture,Furnishings,87.96,3,0.2,7.6965,,
Standard,Class,Corporate,United,States,Phoenix,Arizona,85023,West,Office,Supplies,Binders,5.214,2,0.7,,
Standard,Class,Consumer,United,States,Miami,Florida,33142,South,Office,Supplies,Binders,12.294,1,0.7,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90004,West,Furniture,Furnishings,19.76,4,0,,
Standard,Class,Consumer,United,States,Troy,New,York,12180,East,Furniture,Chairs,109.764,2,0.1,,
Standard,Class,Corporate,United,States,New,Bedford,Massachusetts,2740,East,Technology,Phones,128.85,3,0,,
First,Class,Corporate,United,States,Florence,South,Carolina,29501,South,Furniture,Furnishings,127.95,3,0,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Office,Supplies,Paper,68.52,3,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Office,Supplies,Storage,74.94,3,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Technology,Machines,2548.56,6,0.2,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Office,Supplies,Envelopes,271.44,3,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Technology,Phones,287.88,3,0.2,,
First,Class,Home,Office,United,States,Los,Angeles,California,90008,West,Office,Supplies,Paper,14.9,,
First,Class,Home,Office,United,States,Los,Angeles,California,90008,West,Technology,Phones,4158.912,8,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90049,West,Furniture,Furnishings,91.96,2,0,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90049,West,Furniture,Furnishings,33.11,7,0,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90049,West,Office,Supplies,Paper,19.44,3,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90049,West,Office,Supplies,Paper,55.48,1,,
Second,Class,Consumer,United,States,Columbus,Ohio,43229,East,Office,Supplies,Appliances,91.92,5,0.2,,
Same,Day,Consumer,United,States,Kenner,Louisiana,70065,South,Office,Supplies,Appliances,17.34,2,0,,
Same,Day,Consumer,United,States,Kenner,Louisiana,70065,South,Technology,Accessories,71.98,2,0,15.1158,,
Standard,Class,Consumer,United,States,Cedar,Hill,Texas,75104,Central,Office,Supplies,Envelopes,7.08,3,,
First,Class,Corporate,United,States,Providence,Rhode,Island,2908,East,Technology,Accessories,69.98,2,0,,
Second,Class,Consumer,United,States,Lancaster,Ohio,43130,East,Office,Supplies,Appliances,646.272,8,0.2,,
Second,Class,Consumer,United,States,Lancaster,Ohio,43130,East,Office,Supplies,Paper,10.368,2,0.2,,
Standard,Class,Corporate,United,States,Seattle,Washington,98115,West,Office,Supplies,Fasteners,8.4,5,0,,
Standard,Class,Corporate,United,States,Seattle,Washington,98115,West,Technology,Phones,71.96,5,0.2,25.186,,
First,Class,Consumer,United,States,Jacksonville,North,Carolina,28540,South,Office,Supplies,Art,18.48,2,,
First,Class,Consumer,United,States,Los,Angeles,California,90049,West,Office,Supplies,Art,9.84,3,,
Same,Day,Consumer,United,States,Miami,Florida,33142,South,Furniture,Chairs,239.24,1,0.2,23.924,,
Standard,Class,Corporate,United,States,Nashua,New,Hampshire,3060,East,Furniture,Furnishings,21.12,4,0,,
First,Class,Consumer,United,States,New,York,City,New,York,10011,East,Office,Supplies,Supplies,15.372,
Standard,Class,Home,Office,United,States,Los,Angeles,California,90036,West,Furniture,Furnishings,15.24,3,,
Standard,Class,Consumer,United,States,Carrollton,Texas,75007,Central,Office,Supplies,Appliances,19.568,2,0.8,,
Standard,Class,Consumer,United,States,Carrollton,Texas,75007,Central,Office,Supplies,Binders,310.392,4,0.8,,
Standard,Class,Consumer,United,States,Georgetown,Kentucky,40324,South,Furniture,Furnishings,42.6,3,0,16.614,,
Standard,Class,Consumer,United,States,Georgetown,Kentucky,40324,South,Office,Supplies,Binders,113.94,6,0,,
Standard,Class,Consumer,United,States,Georgetown,Kentucky,40324,South,Office,Supplies,Storage,129.92,4,0,,
Standard,Class,Consumer,United,States,Georgetown,Kentucky,40324,South,Office,Supplies,Art,5.28,3,0,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90008,West,Technology,Phones,859.2,3,0.2,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90008,West,Technology,Machines,506.28,3,0.2,,
Standard,Class,Consumer,United,States,Sierra,Vista,Arizona,85635,West,Furniture,Furnishings,14.368,2,0.2,,
Second,Class,Corporate,United,States,Knoxville,Tennessee,37918,South,Furniture,Chairs,314.352,3,0.2,-35.3646,,
Second,Class,Corporate,United,States,Knoxville,Tennessee,37918,South,Office,Supplies,Paper,27.888,7,0.2,,
Standard,Class,Corporate,United,States,Tucson,Arizona,85705,West,Furniture,Furnishings,238.152,3,0.2,89.307,,
Standard,Class,Home,Office,United,States,Minneapolis,Minnesota,55407,Central,Furniture,Tables,692.94,3,0,,
Standard,Class,Corporate,United,States,Miami,Florida,33142,South,Office,Supplies,Binders,16.146,9,0.7,,
Standard,Class,Corporate,United,States,Miami,Florida,33142,South,Office,Supplies,Binders,1345.485,5,0.7,,
First,Class,Consumer,United,States,Houston,Texas,77036,Central,Office,Supplies,Paper,173.488,7,0.2,,
Standard,Class,Consumer,United,States,Milwaukee,Wisconsin,53209,Central,Office,Supplies,Art,57.75,5,0,,
Standard,Class,Consumer,United,States,Milwaukee,Wisconsin,53209,Central,Office,Supplies,Appliances,272.4,5,0,,
Second,Class,Home,Office,United,States,Lancaster,Ohio,43130,East,Office,Supplies,Paper,11.952,3,,
Second,Class,Home,Office,United,States,Lancaster,Ohio,43130,East,Furniture,Furnishings,28,4,0.2,,
Second,Class,Home,Office,United,States,Lancaster,Ohio,43130,East,Office,Supplies,Binders,12.201,7,,
First,Class,Consumer,United,States,Edinburg,Texas,78539,Central,Office,Supplies,Binders,2.068,1,0.8,,
First,Class,Consumer,United,States,Edinburg,Texas,78539,Central,Office,Supplies,Paper,83.84,8,0.2,,
Standard,Class,Home,Office,United,States,New,York,City,New,York,10009,East,Office,Supplies,0,5.3392
Standard,Class,Home,Office,United,States,New,York,City,New,York,10009,East,Office,Supplies,0,17.472
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,27.968,2,0.2,6.992,,
Standard,Class,Home,Office,United,States,Rochester,New,York,14609,East,Office,Supplies,Storage,142.04,,
Standard,Class,Home,Office,United,States,Rochester,New,York,14609,East,Office,Supplies,Art,14.67,,
Second,Class,Consumer,United,States,San,Diego,California,92037,West,Technology,Copiers,1199.96,5,0.2,,
Second,Class,Consumer,United,States,San,Diego,California,92037,West,Office,Supplies,Paper,12.6,3,,
Second,Class,Consumer,United,States,San,Diego,California,92037,West,Office,Supplies,Paper,17.94,3,,
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Office,Supplies,Labels,23.904,6,0.2,,
Standard,Class,Consumer,United,States,Bartlett,Tennessee,38134,South,Office,Supplies,Supplies,88.96,8,0.2,,
Standard,Class,Home,Office,United,States,Lakewood,California,90712,West,Furniture,Chairs,518.272,8,0.2,,
Standard,Class,Home,Office,United,States,Lakewood,California,90712,West,Furniture,Furnishings,6.98,1,0,,
Standard,Class,Home,Office,United,States,Lakewood,California,90712,West,Technology,Machines,343.2,1,0.2,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19120,East,Office,Supplies,Labels,17.544,3,0.2,,
Standard,Class,Consumer,United,States,Austin,Texas,78745,Central,Office,Supplies,Storage,152.688,2,0.2,,
Standard,Class,Consumer,United,States,Austin,Texas,78745,Central,Office,Supplies,Fasteners,3.488,2,0.2,,
Standard,Class,Consumer,United,States,Austin,Texas,78745,Central,Office,Supplies,Supplies,5.888,2,0.2,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90008,West,Office,Supplies,Binders,153.552,3,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90008,West,Office,Supplies,Storage,270.62,2,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10011,East,Technology,Accessories,468.9,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10011,East,Technology,Accessories,72.48,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10011,East,Office,Supplies,Supplies,3.285,
Standard,Class,Consumer,United,States,New,York,City,New,York,10011,East,Furniture,Furnishings,191.82,,
First,Class,Home,Office,United,States,Houston,Texas,77070,Central,Office,Supplies,Storage,151.056,9,,
Same,Day,Consumer,United,States,Lubbock,Texas,79424,Central,Furniture,Furnishings,25.16,5,0.6,-11.322,,
Standard,Class,Consumer,United,States,Houston,Texas,77095,Central,Office,Supplies,Binders,6.216,6,0.8,,
Standard,Class,Consumer,United,States,Houston,Texas,77095,Central,Office,Supplies,Art,23.616,9,0.2,,
Standard,Class,Consumer,United,States,Houston,Texas,77095,Central,Technology,Accessories,24.032,2,0.2,-0.6008,,
Standard,Class,Consumer,United,States,Houston,Texas,77095,Central,Office,Supplies,Labels,2.088,1,0.2,,
Standard,Class,Consumer,United,States,Houston,Texas,77095,Central,Office,Supplies,Binders,4.488,6,0.8,,
Standard,Class,Consumer,United,States,Costa,Mesa,California,92627,West,Furniture,Furnishings,29.22,3,0,,
Standard,Class,Corporate,United,States,Roswell,Georgia,30076,South,Office,Supplies,Paper,6.48,1,0,,
Second,Class,Corporate,United,States,Loveland,Colorado,80538,West,Office,Supplies,Binders,1.188,2,0.7,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Furniture,Chairs,272.646,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Technology,Accessories,212.8,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Paper,18.1044,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Technology,Accessories,72.64,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Storage,12.712,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Paper,6.3296,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Furniture,Chairs,80.991,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Binders,3.9771,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Fasteners,1.7876,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Furniture,Chairs,2888.127,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Technology,Phones,1299.66,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Furniture,Chairs,2254.41,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Technology,Phones,104.85,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Technology,Accessories,59.97,,
First,Class,Home,Office,United,States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,314.532,2,0.4,,
Standard,Class,Corporate,United,States,Miami,Florida,33178,South,Office,Supplies,Art,13.632,4,0.2,,
Standard,Class,Consumer,United,States,Grand,Prairie,Texas,75051,Central,Office,Supplies,Appliances,19.432,2,,
Standard,Class,Consumer,United,States,Grand,Prairie,Texas,75051,Central,Technology,Accessories,65.44,5,0.2,,
Standard,Class,Consumer,United,States,Chicago,Illinois,60653,Central,Office,Supplies,Labels,6,2,0.2,,
Standard,Class,Consumer,United,States,Chicago,Illinois,60653,Central,Office,Supplies,Binders,1.908,3,0.8,,
Standard,Class,Consumer,United,States,Parma,Ohio,44134,East,Furniture,Chairs,1474.802,7,0.3,-21.0686,,
Standard,Class,Consumer,United,States,Parma,Ohio,44134,East,Office,Supplies,Appliances,110.096,2,0.2,,
Standard,Class,Consumer,United,States,Parma,Ohio,44134,East,Office,Supplies,Fasteners,16.752,6,0.2,,
Standard,Class,Consumer,United,States,Parma,Ohio,44134,East,Furniture,Chairs,1537.074,9,0.3,0,,
Standard,Class,Consumer,United,States,Parma,Ohio,44134,East,Furniture,Chairs,449.372,2,0.3,-12.8392,,
Standard,Class,Corporate,United,States,Redwood,City,California,94061,West,Office,Supplies,Binders,41.904,6,,
Standard,Class,Home,Office,United,States,New,York,City,New,York,10011,East,Technology,Phones,592.7896,
